t,my_independent_variable,interest,principal,balance,c,b,a
625,1250.0,-772.5069730861952,1772.506973086195,-774279.4800592813,1.0,1.0,1.0
626,1252.0,-774.2794800592814,1774.2794800592815,-776053.7595393406,1.0,1.0,1.0
627,1254.0,-776.0537595393406,1776.0537595393407,-777829.81329888,1.0,1.0,1.0
628,1256.0,-777.82981329888,1777.82981329888,-779607.6431121789,1.0,1.0,1.0
629,1258.0,-779.607643112179,1779.607643112179,-781387.2507552911,1.0,1.0,1.0
630,1260.0,-781.3872507552911,1781.387250755291,-783168.6380060464,1.0,1.0,1.0
631,1262.0,-783.1686380060464,1783.1686380060464,-784951.8066440525,1.0,1.0,1.0
632,1264.0,-784.9518066440526,1784.9518066440526,-786736.7584506966,1.0,1.0,1.0
633,1266.0,-786.7367584506966,1786.7367584506965,-788523.4952091473,1.0,1.0,1.0
634,1268.0,-788.5234952091473,1788.5234952091473,-790312.0187043565,1.0,1.0,1.0
635,1270.0,-790.3120187043565,1790.3120187043564,-792102.3307230609,1.0,1.0,1.0
636,1272.0,-792.1023307230608,1792.1023307230607,-793894.433053784,1.0,1.0,1.0
637,1274.0,-793.8944330537839,1793.8944330537838,-795688.3274868377,1.0,1.0,1.0
638,1276.0,-795.6883274868378,1795.6883274868378,-797484.0158143246,1.0,1.0,1.0
639,1278.0,-797.4840158143246,1797.4840158143247,-799281.499830139,1.0,1.0,1.0
640,1280.0,-799.281499830139,1799.281499830139,-801080.7813299692,1.0,1.0,1.0
641,1282.0,-801.0807813299692,1801.0807813299693,-802881.8621112992,1.0,1.0,1.0
642,1284.0,-802.8818621112991,1802.8818621112991,-804684.7439734105,1.0,1.0,1.0
643,1286.0,-804.6847439734105,1804.6847439734106,-806489.4287173839,1.0,1.0,1.0
644,1288.0,-806.4894287173839,1806.4894287173838,-808295.9181461013,1.0,1.0,1.0
645,1290.0,-808.2959181461013,1808.2959181461013,-810104.2140642474,1.0,1.0,1.0
646,1292.0,-810.1042140642475,1810.1042140642476,-811914.3182783116,1.0,1.0,1.0
647,1294.0,-811.9143182783116,1811.9143182783116,-813726.23259659,1.0,1.0,1.0
648,1296.0,-813.72623259659,1813.7262325965899,-815539.9588291865,1.0,1.0,1.0
649,1298.0,-815.5399588291865,1815.5399588291866,-817355.4987880157,1.0,1.0,1.0
650,1300.0,-817.3554987880157,1817.3554987880157,-819172.8542868037,1.0,1.0,1.0
651,1302.0,-819.1728542868037,1819.1728542868036,-820992.0271410906,1.0,1.0,1.0
652,1304.0,-820.9920271410906,1820.9920271410906,-822813.0191682316,1.0,1.0,1.0
653,1306.0,-822.8130191682317,1822.8130191682317,-824635.8321873999,1.0,1.0,1.0
654,1308.0,-824.6358321873998,1824.6358321874,-826460.4680195872,1.0,1.0,1.0
655,1310.0,-826.4604680195872,1826.460468019587,-828286.9284876068,1.0,1.0,1.0
656,1312.0,-828.2869284876068,1828.286928487607,-830115.2154160944,1.0,1.0,1.0
657,1314.0,-830.1152154160944,1830.1152154160945,-831945.3306315105,1.0,1.0,1.0
658,1316.0,-831.9453306315105,1831.9453306315104,-833777.2759621419,1.0,1.0,1.0
659,1318.0,-833.777275962142,1833.777275962142,-835611.0532381041,1.0,1.0,1.0
660,1320.0,-835.6110532381041,1835.611053238104,-837446.6642913423,1.0,1.0,1.0
661,1322.0,-837.4466642913422,1837.4466642913421,-839284.1109556336,1.0,1.0,1.0
662,1324.0,-839.2841109556335,1839.2841109556334,-841123.3950665892,1.0,1.0,1.0
663,1326.0,-841.1233950665893,1841.1233950665892,-842964.5184616558,1.0,1.0,1.0
664,1328.0,-842.9645184616559,1842.9645184616559,-844807.4829801174,1.0,1.0,1.0
665,1330.0,-844.8074829801175,1844.8074829801176,-846652.2904630975,1.0,1.0,1.0
666,1332.0,-846.6522904630975,1846.6522904630974,-848498.9427535606,1.0,1.0,1.0
667,1334.0,-848.4989427535606,1848.4989427535606,-850347.4416963141,1.0,1.0,1.0
668,1336.0,-850.3474416963141,1850.347441696314,-852197.7891380105,1.0,1.0,1.0
669,1338.0,-852.1977891380105,1852.1977891380106,-854049.9869271485,1.0,1.0,1.0
670,1340.0,-854.0499869271486,1854.0499869271484,-855904.0369140757,1.0,1.0,1.0
671,1342.0,-855.9040369140757,1855.9040369140757,-857759.9409509898,1.0,1.0,1.0
672,1344.0,-857.7599409509899,1857.7599409509899,-859617.7008919409,1.0,1.0,1.0
673,1346.0,-859.6177008919409,1859.6177008919408,-861477.3185928328,1.0,1.0,1.0
674,1348.0,-861.4773185928328,1861.477318592833,-863338.7959114256,1.0,1.0,1.0
675,1350.0,-863.3387959114257,1863.3387959114257,-865202.134707337,1.0,1.0,1.0
676,1352.0,-865.202134707337,1865.2021347073369,-867067.3368420444,1.0,1.0,1.0
677,1354.0,-867.0673368420444,1867.0673368420444,-868934.4041788864,1.0,1.0,1.0
678,1356.0,-868.9344041788864,1868.9344041788863,-870803.3385830653,1.0,1.0,1.0
679,1358.0,-870.8033385830653,1870.8033385830654,-872674.1419216484,1.0,1.0,1.0
680,1360.0,-872.6741419216485,1872.6741419216485,-874546.8160635701,1.0,1.0,1.0
681,1362.0,-874.5468160635701,1874.54681606357,-876421.3628796337,1.0,1.0,1.0
682,1364.0,-876.4213628796336,1876.4213628796338,-878297.7842425134,1.0,1.0,1.0
683,1366.0,-878.2977842425133,1878.2977842425134,-880176.0820267559,1.0,1.0,1.0
684,1368.0,-880.1760820267559,1880.176082026756,-882056.2581087827,1.0,1.0,1.0
685,1370.0,-882.0562581087827,1882.0562581087827,-883938.3143668915,1.0,1.0,1.0
686,1372.0,-883.9383143668915,1883.9383143668915,-885822.2526812584,1.0,1.0,1.0
687,1374.0,-885.8222526812584,1885.8222526812583,-887708.0749339396,1.0,1.0,1.0
688,1376.0,-887.7080749339397,1887.7080749339398,-889595.7830088736,1.0,1.0,1.0
689,1378.0,-889.5957830088736,1889.5957830088737,-891485.3787918824,1.0,1.0,1.0
690,1380.0,-891.4853787918825,1891.4853787918823,-893376.8641706744,1.0,1.0,1.0
691,1382.0,-893.3768641706744,1893.3768641706743,-895270.241034845,1.0,1.0,1.0
692,1384.0,-895.2702410348451,1895.2702410348452,-897165.5112758798,1.0,1.0,1.0
693,1386.0,-897.1655112758798,1897.16551127588,-899062.6767871557,1.0,1.0,1.0
694,1388.0,-899.0626767871557,1899.0626767871559,-900961.7394639428,1.0,1.0,1.0
695,1390.0,-900.9617394639429,1900.9617394639429,-902862.7012034068,1.0,1.0,1.0
696,1392.0,-902.8627012034068,1902.8627012034067,-904765.5639046102,1.0,1.0,1.0
697,1394.0,-904.7655639046103,1904.7655639046102,-906670.3294685149,1.0,1.0,1.0
698,1396.0,-906.6703294685149,1906.6703294685149,-908576.9997979834,1.0,1.0,1.0
699,1398.0,-908.5769997979835,1908.5769997979835,-910485.5767977814,1.0,1.0,1.0
700,1400.0,-910.4855767977814,1910.4855767977815,-912396.0623745791,1.0,1.0,1.0
701,1402.0,-912.3960623745792,1912.3960623745793,-914308.4584369537,1.0,1.0,1.0
702,1404.0,-914.3084584369537,1914.3084584369537,-916222.7668953907,1.0,1.0,1.0
703,1406.0,-916.2227668953907,1916.2227668953906,-918138.9896622861,1.0,1.0,1.0
704,1408.0,-918.1389896622861,1918.1389896622861,-920057.1286519484,1.0,1.0,1.0
705,1410.0,-920.0571286519485,1920.0571286519485,-921977.1857806004,1.0,1.0,1.0
706,1412.0,-921.9771857806004,1921.9771857806004,-923899.1629663811,1.0,1.0,1.0
707,1414.0,-923.899162966381,1923.899162966381,-925823.0621293475,1.0,1.0,1.0
708,1416.0,-925.8230621293475,1925.8230621293474,-927748.8851914768,1.0,1.0,1.0
709,1418.0,-927.7488851914768,1927.7488851914768,-929676.6340766683,1.0,1.0,1.0
710,1420.0,-929.6766340766683,1929.6766340766683,-931606.3107107449,1.0,1.0,1.0
711,1422.0,-931.606310710745,1931.606310710745,-933537.9170214557,1.0,1.0,1.0
712,1424.0,-933.5379170214558,1933.5379170214558,-935471.4549384771,1.0,1.0,1.0
713,1426.0,-935.4714549384771,1935.471454938477,-937406.9263934157,1.0,1.0,1.0
714,1428.0,-937.4069263934157,1937.4069263934157,-939344.333319809,1.0,1.0,1.0
715,1430.0,-939.344333319809,1939.344333319809,-941283.6776531289,1.0,1.0,1.0
716,1432.0,-941.2836776531288,1941.283677653129,-943224.961330782,1.0,1.0,1.0
717,1434.0,-943.2249613307821,1943.2249613307822,-945168.1862921128,1.0,1.0,1.0
718,1436.0,-945.1681862921129,1945.1681862921128,-947113.354478405,1.0,1.0,1.0
719,1438.0,-947.113354478405,1947.113354478405,-949060.4678328834,1.0,1.0,1.0
720,1440.0,-949.0604678328833,1949.0604678328832,-951009.5283007162,1.0,1.0,1.0
