t,b,my_independent_variable,a,interest,principal,balance
646,15488.0,10336.0,15488.0,-6480.83371251398,14480.83371251398,-6495314.546226493
647,15512.0,10352.0,15512.0,-6495.314546226494,14495.314546226493,-6509809.860772721
648,15536.0,10368.0,15536.0,-6509.809860772721,14509.809860772717,-6524319.670633493
649,15560.0,10384.0,15560.0,-6524.319670633492,14524.319670633497,-6538843.990304126
650,15584.0,10400.0,15584.0,-6538.843990304125,14538.843990304127,-6553382.83429443
651,15608.0,10416.0,15608.0,-6553.382834294431,14553.38283429443,-6567936.217128725
652,15632.0,10432.0,15632.0,-6567.936217128723,14567.936217128723,-6582504.153345853
653,15656.0,10448.0,15656.0,-6582.504153345855,14582.504153345855,-6597086.6574992
654,15680.0,10464.0,15680.0,-6597.086657499198,14597.086657499198,-6611683.744156697
655,15704.0,10480.0,15704.0,-6611.683744156698,14611.6837441567,-6626295.4279008545
656,15728.0,10496.0,15728.0,-6626.2954279008545,14626.295427900855,-6640921.723328755
657,15752.0,10512.0,15752.0,-6640.921723328755,14640.92172332876,-6655562.645052084
658,15776.0,10528.0,15776.0,-6655.562645052085,14655.562645052081,-6670218.207697136
659,15800.0,10544.0,15800.0,-6670.218207697136,14670.218207697137,-6684888.425904833
660,15824.0,10560.0,15824.0,-6684.888425904834,14684.888425904834,-6699573.314330738
661,15848.0,10576.0,15848.0,-6699.573314330738,14699.57331433074,-6714272.887645068
662,15872.0,10592.0,15872.0,-6714.272887645069,14714.27288764507,-6728987.160532714
663,15896.0,10608.0,15896.0,-6728.987160532714,14728.98716053271,-6743716.147693247
664,15920.0,10624.0,15920.0,-6743.716147693246,14743.716147693249,-6758459.863840939
665,15944.0,10640.0,15944.0,-6758.459863840939,14758.459863840939,-6773218.32370478
666,15968.0,10656.0,15968.0,-6773.21832370478,14773.218323704783,-6787991.542028486
667,15992.0,10672.0,15992.0,-6787.991542028483,14787.991542028483,-6802779.533570513
668,16016.0,10688.0,16016.0,-6802.779533570514,14802.779533570514,-6817582.313104085
669,16040.0,10704.0,16040.0,-6817.582313104083,14817.582313104083,-6832399.895417189
670,16064.0,10720.0,16064.0,-6832.399895417189,14832.399895417186,-6847232.295312606
671,16088.0,10736.0,16088.0,-6847.232295312606,14847.232295312602,-6862079.527607919
672,16112.0,10752.0,16112.0,-6862.079527607917,14862.079527607917,-6876941.607135527
673,16136.0,10768.0,16136.0,-6876.941607135528,14876.941607135524,-6891818.548742661
674,16160.0,10784.0,16160.0,-6891.818548742662,14891.818548742665,-6906710.367291405
675,16184.0,10800.0,16184.0,-6906.710367291407,14906.710367291407,-6921617.077658697
676,16208.0,10816.0,16208.0,-6921.617077658696,14921.617077658695,-6936538.694736355
677,16232.0,10832.0,16232.0,-6936.538694736357,14936.538694736357,-6951475.233431092
678,16256.0,10848.0,16256.0,-6951.4752334310915,14951.47523343109,-6966426.7086645225
679,16280.0,10864.0,16280.0,-6966.426708664521,14966.426708664525,-6981393.135373188
680,16304.0,10880.0,16304.0,-6981.393135373189,14981.393135373188,-6996374.52850856
681,16328.0,10896.0,16328.0,-6996.374528508561,14996.37452850856,-7011370.90303707
682,16352.0,10912.0,16352.0,-7011.370903037068,15011.370903037068,-7026382.273940108
683,16376.0,10928.0,16376.0,-7026.382273940107,15026.382273940108,-7041408.656214045
684,16400.0,10944.0,16400.0,-7041.408656214046,15041.408656214046,-7056450.064870262
685,16424.0,10960.0,16424.0,-7056.450064870261,15056.450064870263,-7071506.514935134
686,16448.0,10976.0,16448.0,-7071.50651493513,15071.50651493513,-7086578.021450066
687,16472.0,10992.0,16472.0,-7086.578021450068,15086.578021450068,-7101664.599471517
688,16496.0,11008.0,16496.0,-7101.664599471516,15101.66459947152,-7116766.264070989
689,16520.0,11024.0,16520.0,-7116.766264070989,15116.76626407099,-7131883.03033506
690,16544.0,11040.0,16544.0,-7131.8830303350605,15131.883030335057,-7147014.913365395
691,16568.0,11056.0,16568.0,-7147.014913365396,15147.014913365392,-7162161.92827876
692,16592.0,11072.0,16592.0,-7162.16192827876,15162.16192827876,-7177324.090207039
693,16616.0,11088.0,16616.0,-7177.324090207038,15177.32409020704,-7192501.414297245
694,16640.0,11104.0,16640.0,-7192.501414297245,15192.501414297249,-7207693.9157115435
695,16664.0,11120.0,16664.0,-7207.693915711542,15207.693915711543,-7222901.609627254
696,16688.0,11136.0,16688.0,-7222.901609627254,15222.901609627253,-7238124.511236883
697,16712.0,11152.0,16712.0,-7238.124511236883,15238.12451123688,-7253362.635748119
698,16736.0,11168.0,16736.0,-7253.362635748119,15253.362635748115,-7268615.998383867
699,16760.0,11184.0,16760.0,-7268.615998383867,15268.61599838387,-7283884.614382251
700,16784.0,11200.0,16784.0,-7283.884614382251,15283.884614382256,-7299168.498996632
701,16808.0,11216.0,16808.0,-7299.1684989966325,15299.168498996632,-7314467.66749563
702,16832.0,11232.0,16832.0,-7314.467667495629,15314.46766749563,-7329782.1351631265
703,16856.0,11248.0,16856.0,-7329.782135163126,15329.782135163126,-7345111.917298288
704,16880.0,11264.0,16880.0,-7345.111917298288,15345.111917298289,-7360457.029215588
705,16904.0,11280.0,16904.0,-7360.457029215586,15360.457029215586,-7375817.486244804
706,16928.0,11296.0,16928.0,-7375.817486244805,15375.817486244805,-7391193.303731048
707,16952.0,11312.0,16952.0,-7391.19330373105,15391.19330373105,-7406584.49703478
708,16976.0,11328.0,16976.0,-7406.584497034781,15406.58449703478,-7421991.081531814
709,17000.0,11344.0,17000.0,-7421.991081531814,15421.991081531814,-7437413.072613345
710,17024.0,11360.0,17024.0,-7437.413072613345,15437.413072613346,-7452850.485685959
711,17048.0,11376.0,17048.0,-7452.850485685959,15452.850485685962,-7468303.336171644
712,17072.0,11392.0,17072.0,-7468.303336171645,15468.303336171648,-7483771.639507816
713,17096.0,11408.0,17096.0,-7483.771639507817,15483.771639507817,-7499255.411147325
714,17120.0,11424.0,17120.0,-7499.255411147327,15499.255411147327,-7514754.666558473
715,17144.0,11440.0,17144.0,-7514.754666558473,15514.75466655847,-7530269.421225032
716,17168.0,11456.0,17168.0,-7530.26942122503,15530.269421225034,-7545799.690646255
717,17192.0,11472.0,17192.0,-7545.799690646257,15545.799690646261,-7561345.490336902
718,17216.0,11488.0,17216.0,-7561.345490336904,15561.3454903369,-7576906.83582724
719,17240.0,11504.0,17240.0,-7576.906835827241,15576.906835827238,-7592483.742663069
720,17264.0,11520.0,17264.0,-7592.4837426630675,15592.483742663067,-7608076.2264057305
